drug_node_name,Gene Name
meloxicam,MAT2A
meloxicam,CYP2C9
meloxicam,SLC39A1
meloxicam,ALOX15
meloxicam,CYP2C8
meloxicam,SLC30A6
meloxicam,MT-CO1
meloxicam,PGD
ketoprofen,PTGS1
ketoprofen,TPH2
ketoprofen,RBP2
ketoprofen,SCNN1A
ketoprofen,DRD1
ketoprofen,SAT1
ketoprofen,ALB
ketoprofen,SLC1A5
ketoprofen,AGTR1
ketoprofen,MSRB1
ketoprofen,VLDLR
ketoprofen,SLC22A11
ketoprofen,NDUFA10
ketoprofen,PROC
ketoprofen,MT2A
ketoprofen,SLC22A6
ketoprofen,TOP1MT
ketoprofen,MMAB
ketoprofen,IGFBP1
ketoprofen,ABCC4
ketoprofen,SLC18A2
ketoprofen,PCYT1A
ketoprofen,SLCO1A2
ketoprofen,TPH1
ketoprofen,CHDH
ketoprofen,SLC22A8
ketoprofen,CMPK1
ketoprofen,SLC22A7
ketoprofen,PTGS2
ketoprofen,GLUL
ketoprofen,POU2F1
ketoprofen,MAT2A
ketoprofen,CYP2C9
ketoprofen,SLC39A1
ketoprofen,ALOX15
ketoprofen,CYP2C8
ketoprofen,SLC30A6
ketoprofen,TYMS
ketoprofen,UGT1A1
ketoprofen,CXCR1
ibuprofen,PTGS1
ibuprofen,TPH2
ibuprofen,RBP2
ibuprofen,SCNN1A
ibuprofen,DRD1
ibuprofen,SAT1
ibuprofen,ALB
ibuprofen,SLC1A5
ibuprofen,HSD3B2
ibuprofen,CCBL1
ibuprofen,SLC22A1
ibuprofen,ABCC1
ibuprofen,AGTR1
ibuprofen,MSRB1
ibuprofen,VLDLR
ibuprofen,SLC22A11
ibuprofen,PPARA
ibuprofen,HSD11B1
ibuprofen,MT1HL1
ibuprofen,SLCO1B1
ibuprofen,AASS
ibuprofen,MT-CO1
ibuprofen,MT1B
ibuprofen,ABCB1
ibuprofen,NR0B1
ibuprofen,CYP17A1
ibuprofen,MT1E
ibuprofen,SLCO2B1
ibuprofen,NDUFA10
ibuprofen,PROC
ibuprofen,MT2A
ibuprofen,SLC22A6
ibuprofen,TOP1MT
ibuprofen,MMAB
ibuprofen,IGFBP1
ibuprofen,ABCC4
ibuprofen,SLC18A2
ibuprofen,PCYT1A
ibuprofen,SLCO1A2
ibuprofen,TPH1
ibuprofen,CHDH
ibuprofen,SLC22A8
ibuprofen,PPARG
ibuprofen,SEPP1
ibuprofen,BCL2
ibuprofen,PLOD3
ibuprofen,CACNA1I
ibuprofen,PTGS2
ibuprofen,GLUL
ibuprofen,POU2F1
ibuprofen,SORD
ibuprofen,CYP3A4
ibuprofen,SLC30A5
ibuprofen,MAT2A
ibuprofen,CYP2C9
ibuprofen,SLC39A1
ibuprofen,ALOX15
ibuprofen,CYP2C8
ibuprofen,SLC30A6
ibuprofen,NDUFA4L2
ibuprofen,CYP2C19
ibuprofen,GMPS
ibuprofen,UGT1A9
ibuprofen,ATP4A
ibuprofen,UGT1A3
ibuprofen,AOC1
ibuprofen,UGT2B7
ibuprofen,ADORA3
ibuprofen,UGT2B4
ibuprofen,ACVRL1
ibuprofen,AMACR
ibuprofen,GP1BA
ibuprofen,THBD
ibuprofen,CFTR
ibuprofen,FABP2
ibuprofen,S100A7
aceclofenac,PTGS1
aceclofenac,TPH2
aceclofenac,RBP2
aceclofenac,SCNN1A
aceclofenac,PTGS2
aceclofenac,GLUL
aceclofenac,POU2F1
aceclofenac,MAT2A
aceclofenac,CYP2C9
aceclofenac,SLC39A1
aspirin,PTGS1
aspirin,TPH2
aspirin,RBP2
aspirin,SCNN1A
levodopa,ADRBK2
levodopa,CKB
levodopa,CRABP1
levodopa,SLC7A5
levodopa,DRD1
levodopa,DRD1
levodopa,SAT1
levodopa,SAT1
levodopa,ALB
levodopa,ALB
levodopa,SLC1A5
levodopa,SLC1A5
levodopa,P4HA1
levodopa,SAT2
levodopa,B2M
levodopa,SLC7A8
levodopa,MCCC2
levodopa,DHFR
levodopa,MT1A
levodopa,SLC15A1
levodopa,HBA1
levodopa,IMPDH2
levodopa,SLC16A10
levodopa,DRD5
levodopa,GPX1
levodopa,ABCA5
levodopa,SLC1A5
levodopa,DDC
levodopa,CACNA1F
levodopa,DRD4
levodopa,CYP4F2
levodopa,DRD3
levodopa,DRD2
cabergoline,DRD1
cabergoline,SAT1
cabergoline,ALB
cabergoline,SLC1A5
cabergoline,AASS
cabergoline,MT-CO1
cabergoline,MT1B
cabergoline,ABCB1
cabergoline,DRD5
cabergoline,GPX1
cabergoline,ABCA5
cabergoline,ADRB1
cabergoline,ACE2
cabergoline,SLC19A1
cabergoline,ADRA2A
cabergoline,SOD1
cabergoline,SLC39A5
cabergoline,HTR1A
cabergoline,HNMT
cabergoline,SLC30A9
cabergoline,SORD
cabergoline,CYP3A4
cabergoline,SLC30A5
cabergoline,ADRA2C
cabergoline,FMO1
cabergoline,DRD4
cabergoline,CYP4F2
cabergoline,HTR2B
cabergoline,HTR2A
cabergoline,SULT1A4
cabergoline,ADRA1A
cabergoline,HTR2C
cabergoline,P4HA2
cabergoline,ADRA2B
cabergoline,ADRA1B
cabergoline,DRD3
cabergoline,HTR7
cabergoline,HTR1D
cabergoline,ADRB2
cabergoline,ADRA1D
cabergoline,DRD2
cabergoline,HTR1B
cabergoline,DRD1
cabergoline,DRD5
olanzapine,DRD1
olanzapine,DRD1
olanzapine,SAT1
olanzapine,SAT1
olanzapine,ALB
olanzapine,ALB
olanzapine,SLC1A5
olanzapine,SLC1A5
olanzapine,CTNS
olanzapine,NDUFS3
olanzapine,ORM1
olanzapine,SLC16A3
olanzapine,CHRM3
olanzapine,LPL
olanzapine,GC
olanzapine,SLC6A3
olanzapine,AASS
olanzapine,MT-CO1
olanzapine,MT1B
olanzapine,ABCB1
olanzapine,CHRM1
olanzapine,IGFBP2
olanzapine,SLC29A1
olanzapine,DRD5
olanzapine,GPX1
olanzapine,ABCA5
olanzapine,ARG1
olanzapine,CYP2D6
olanzapine,SLC30A4
olanzapine,SIGMAR1
olanzapine,CYP1A2
olanzapine,SLC39A2
olanzapine,SORD
olanzapine,CYP3A4
olanzapine,SLC30A5
olanzapine,MAT2A
olanzapine,CYP2C9
olanzapine,SLC39A1
olanzapine,HTR3A
olanzapine,NME1
olanzapine,AQP9
olanzapine,NDUFA4L2
olanzapine,CYP2C19
olanzapine,MTNR1B
olanzapine,UGT1A4
olanzapine,SEC14L3
olanzapine,FMO3
olanzapine,DRD4
olanzapine,CYP4F2
olanzapine,CHRM4
olanzapine,MT2A
olanzapine,HSD17B4
olanzapine,CYP3A4
olanzapine,ALAS1
olanzapine,CYP3A43
olanzapine,CKMT2
olanzapine,CYP3A5
olanzapine,CHRNA10
olanzapine,CYP3A7
olanzapine,HRH1
olanzapine,NUAK2
olanzapine,HTR2A
olanzapine,SULT1A4
olanzapine,ADRA1A
olanzapine,HTR2C
olanzapine,P4HA2
olanzapine,CHRM2
olanzapine,ADRA1B
olanzapine,DRD3
olanzapine,DRD2
olanzapine,HTR6
olanzapine,ADRB1
olanzapine,ADRB2
olanzapine,ADRB3
olanzapine,DRD1
olanzapine,DRD5
olanzapine,HTR1A
olanzapine,HTR1B
olanzapine,HTR1D
olanzapine,HTR1E
olanzapine,HTR1F
olanzapine,GABRA1
olanzapine,GABRA2
olanzapine,GABRA3
olanzapine,GABRA5
olanzapine,GABRG1
olanzapine,GABRG2
olanzapine,GABRG3
clozapine,DRD1
clozapine,SAT1
clozapine,ALB
clozapine,SLC1A5
clozapine,CHRM3
clozapine,LPL
clozapine,GC
clozapine,SLC6A3
clozapine,AASS
clozapine,MT-CO1
clozapine,MT1B
clozapine,ABCB1
clozapine,CHRM1
clozapine,IGFBP2
clozapine,SLC29A1
clozapine,HRH4
clozapine,GSTT1
clozapine,ABCA3
clozapine,CHRM5
clozapine,MAOB
clozapine,CACNA1A
clozapine,ARG1
clozapine,CYP2D6
clozapine,SLC30A4
clozapine,ADRA2A
clozapine,SOD1
clozapine,SLC39A5
clozapine,SIGMAR1
clozapine,CYP1A2
clozapine,SLC39A2
clozapine,HTR1A
clozapine,HNMT
clozapine,SLC30A9
clozapine,SORD
clozapine,CYP3A4
clozapine,SLC30A5
clozapine,MAT2A
clozapine,CYP2C9
clozapine,SLC39A1
clozapine,ALOX15
clozapine,CYP2C8
clozapine,SLC30A6
clozapine,HTR3A
clozapine,NME1
clozapine,AQP9
clozapine,RBP4
clozapine,CYP2A6
clozapine,NDUFA4L2
clozapine,CYP2C19
clozapine,FGF4
clozapine,CYP1A1
clozapine,MTNR1B
clozapine,UGT1A4
clozapine,SEC14L3
clozapine,FMO3
clozapine,ADRA2C
clozapine,FMO1
clozapine,DRD4
clozapine,CYP4F2
clozapine,CHRM4
clozapine,MT2A
clozapine,HRH1
clozapine,NUAK2
clozapine,HTR2A
clozapine,SULT1A4
clozapine,HTR1E
clozapine,SUCLG2
clozapine,ADRA1A
clozapine,HTR2C
clozapine,P4HA2
clozapine,CHRM2
clozapine,ADRA2B
clozapine,ADRA1B
clozapine,DRD3
clozapine,HTR7
clozapine,HTR1D
clozapine,CALY
clozapine,DRD2
clozapine,HTR1B
clozapine,GSTP1
clozapine,HTR6
loxapine,DRD1
loxapine,SAT1
loxapine,ALB
loxapine,SLC1A5
loxapine,CHRM3
loxapine,LPL
loxapine,GC
loxapine,SLC6A3
loxapine,CHRM1
loxapine,IGFBP2
loxapine,SLC29A1
loxapine,HRH2
loxapine,CDO1
loxapine,SLC19A2
loxapine,DRD5
loxapine,GPX1
loxapine,ABCA5
loxapine,HRH4
loxapine,GSTT1
loxapine,ABCA3
loxapine,ADRB1
loxapine,ACE2
loxapine,SLC19A1
loxapine,CHRM5
loxapine,MAOB
loxapine,CACNA1A
loxapine,ADRA2A
loxapine,SOD1
loxapine,SLC39A5
loxapine,HTR1A
loxapine,HNMT
loxapine,SLC30A9
loxapine,HTR3A
loxapine,NME1
loxapine,AQP9
loxapine,ADRA2C
loxapine,FMO1
loxapine,DRD4
loxapine,CYP4F2
loxapine,CHRM4
loxapine,MT2A
loxapine,HRH1
loxapine,NUAK2
loxapine,HTR2A
loxapine,SULT1A4
loxapine,HTR1E
loxapine,SUCLG2
loxapine,SLC6A2
loxapine,ADRA1A
loxapine,HTR2C
loxapine,P4HA2
loxapine,CHRM2
loxapine,ADRA2B
loxapine,ADRA1B
loxapine,DRD3
loxapine,SLC6A3
loxapine,HTR7
loxapine,HTR1D
loxapine,SLC6A4
loxapine,DRD2
loxapine,HTR1B
loxapine,HTR6
loxapine,HTR5A
loxapine,DRD1
loxapine,DRD5
chlorpromazine,DRD1
chlorpromazine,DRD1
chlorpromazine,SAT1
chlorpromazine,SAT1
chlorpromazine,ALB
chlorpromazine,ALB
chlorpromazine,SLC1A5
chlorpromazine,SLC1A5
chlorpromazine,CHRM3
chlorpromazine,LPL
chlorpromazine,GC
chlorpromazine,SLC6A3
chlorpromazine,F2
chlorpromazine,TYR
chlorpromazine,FABP4
chlorpromazine,ABCB11
chlorpromazine,AASS
chlorpromazine,MT-CO1
chlorpromazine,MT1B
chlorpromazine,ABCB1
chlorpromazine,KCNH2
chlorpromazine,CYP27B1
chlorpromazine,PLTP
chlorpromazine,ABCG1
chlorpromazine,CHRM1
chlorpromazine,IGFBP2
chlorpromazine,SLC29A1
chlorpromazine,DRD5
chlorpromazine,GPX1
chlorpromazine,ABCA5
chlorpromazine,HRH4
chlorpromazine,GSTT1
chlorpromazine,ABCA3
chlorpromazine,SERPINE1
chlorpromazine,BCHE
chlorpromazine,CACNB2
chlorpromazine,ARG1
chlorpromazine,CYP2D6
chlorpromazine,SLC30A4
chlorpromazine,SIGMAR1
chlorpromazine,CYP1A2
chlorpromazine,SLC39A2
chlorpromazine,HTR1A
chlorpromazine,HNMT
chlorpromazine,SLC30A9
chlorpromazine,SORD
chlorpromazine,CYP3A4
chlorpromazine,SLC30A5
chlorpromazine,HSD17B10
chlorpromazine,CYP2E1
chlorpromazine,DRD4
chlorpromazine,CYP4F2
chlorpromazine,CALM1
chlorpromazine,MAOB
chlorpromazine,HRH1
chlorpromazine,NUAK2
chlorpromazine,HTR2A
chlorpromazine,SULT1A4
chlorpromazine,ADRA1A
chlorpromazine,HTR2C
chlorpromazine,P4HA2
chlorpromazine,ADRA1B
chlorpromazine,DRD3
chlorpromazine,HTR7
chlorpromazine,DRD2
chlorpromazine,HTR6
chlorpromazine,SMPD1
chlorpromazine,ADRA1A
chlorpromazine,ADRA1B
chlorpromazine,ADRA1D
chlorpromazine,ADRA2A
chlorpromazine,ADRA2B
chlorpromazine,ADRA2C
chlorpromazine,ORM1
chlorpromazine,ORM2
chlorpromazine,HTR2A
chlorpromazine,HTR2B
chlorpromazine,HTR2C
chlorpromazine,DRD1
chlorpromazine,DRD5
haloperidol,DRD1
haloperidol,SAT1
haloperidol,ALB
haloperidol,SLC1A5
haloperidol,CHRM3
haloperidol,LPL
haloperidol,GC
haloperidol,SLC6A3
haloperidol,AASS
haloperidol,MT-CO1
haloperidol,MT1B
haloperidol,ABCB1
haloperidol,SLC18A2
haloperidol,PCYT1A
haloperidol,SLCO1A2
haloperidol,SIGMAR1
haloperidol,SULT2A1
haloperidol,TRPM7
haloperidol,SLC38A3
haloperidol,CYP3A5
haloperidol,SLC30A7
haloperidol,ARG1
haloperidol,CYP2D6
haloperidol,SLC30A4
haloperidol,ADRA2A
haloperidol,SOD1
haloperidol,SLC39A5
haloperidol,SIGMAR1
haloperidol,CYP1A2
haloperidol,SLC39A2
haloperidol,HTR1A
haloperidol,HNMT
haloperidol,SLC30A9
haloperidol,SORD
haloperidol,CYP3A4
haloperidol,SLC30A5
haloperidol,MAT2A
haloperidol,CYP2C9
haloperidol,SLC39A1
haloperidol,APAF1
haloperidol,CBR1
haloperidol,AQP7
haloperidol,NDUFA4L2
haloperidol,CYP2C19
haloperidol,GMPS
haloperidol,UGT1A9
haloperidol,FGF4
haloperidol,CYP1A1
haloperidol,ADRA2C
haloperidol,FMO1
haloperidol,PRLR
haloperidol,CYP3A7
haloperidol,GRIN2B
haloperidol,MAOA
haloperidol,HRH1
haloperidol,NUAK2
haloperidol,HTR2A
haloperidol,SULT1A4
haloperidol,ADRA1A
haloperidol,HTR2C
haloperidol,P4HA2
haloperidol,ADRA2B
haloperidol,DRD3
haloperidol,HTR7
haloperidol,DRD2
haloperidol,HTR6
haloperidol,MCHR1
fluphenazine,DRD1
fluphenazine,SAT1
fluphenazine,ALB
fluphenazine,SLC1A5
fluphenazine,AASS
fluphenazine,MT-CO1
fluphenazine,MT1B
fluphenazine,ABCB1
fluphenazine,AR
fluphenazine,CYP11B1
fluphenazine,SLCO4A1
fluphenazine,ARG1
fluphenazine,CYP2D6
fluphenazine,SLC30A4
fluphenazine,HSD17B10
fluphenazine,CYP2E1
fluphenazine,CALM1
fluphenazine,MAOB
fluphenazine,HTR2A
fluphenazine,SULT1A4
fluphenazine,HTR2C
fluphenazine,P4HA2
fluphenazine,DRD2
risperidone,DRD1
risperidone,DRD1
risperidone,SAT1
risperidone,SAT1
risperidone,ALB
risperidone,ALB
risperidone,SLC1A5
risperidone,SLC1A5
risperidone,CTNS
risperidone,NDUFS3
risperidone,ORM1
risperidone,SLC16A3
risperidone,AASS
risperidone,MT-CO1
risperidone,MT1B
risperidone,ABCB1
risperidone,ARG1
risperidone,CYP2D6
risperidone,SLC30A4
risperidone,HTR1A
risperidone,HNMT
risperidone,SLC30A9
risperidone,SORD
risperidone,CYP3A4
risperidone,SLC30A5
risperidone,ADRA2C
risperidone,FMO1
risperidone,HRH1
risperidone,NUAK2
risperidone,HTR2A
risperidone,SULT1A4
risperidone,ADRA1A
risperidone,HTR2C
risperidone,P4HA2
risperidone,ADRA2B
risperidone,ADRA1B
risperidone,HTR7
risperidone,HTR1D
risperidone,DRD2
flupenthixol,DRD1
flupenthixol,SAT1
flupenthixol,ALB
flupenthixol,SLC1A5
flupenthixol,AASS
flupenthixol,MT-CO1
flupenthixol,MT1B
flupenthixol,ABCB1
flupenthixol,CHRM1
flupenthixol,IGFBP2
flupenthixol,SLC29A1
flupenthixol,SLC1A5
flupenthixol,DDC
flupenthixol,CACNA1F
flupenthixol,CACNB1
flupenthixol,CES1
flupenthixol,SLC39A8
flupenthixol,DRD4
flupenthixol,CYP4F2
flupenthixol,HTR2A
flupenthixol,SULT1A4
flupenthixol,ADRA1A
flupenthixol,HTR2C
flupenthixol,P4HA2
flupenthixol,DRD3
flupenthixol,DRD2
pergolide,DRD1
pergolide,SAT1
pergolide,ALB
pergolide,SLC1A5
pergolide,DRD5
pergolide,GPX1
pergolide,ABCA5
pergolide,HTR1A
pergolide,HNMT
pergolide,SLC30A9
pergolide,SORD
pergolide,CYP3A4
pergolide,SLC30A5
pergolide,DRD4
pergolide,CYP4F2
pergolide,HTR2B
pergolide,HTR2A
pergolide,SULT1A4
pergolide,ADRA1A
pergolide,HTR2C
pergolide,P4HA2
pergolide,ADRA1B
pergolide,DRD3
pergolide,HTR1D
pergolide,ADRA1D
pergolide,DRD2
pergolide,HTR1B
pergolide,ADRA2A
pergolide,ADRA2B
pergolide,ADRA2C
bromocriptine,DRD1
bromocriptine,SAT1
bromocriptine,ALB
bromocriptine,SLC1A5
bromocriptine,AASS
bromocriptine,MT-CO1
bromocriptine,MT1B
bromocriptine,ABCB1
bromocriptine,DRD5
bromocriptine,GPX1
bromocriptine,ABCA5
bromocriptine,ADRA2A
bromocriptine,SOD1
bromocriptine,SLC39A5
bromocriptine,HTR1A
bromocriptine,HNMT
bromocriptine,SLC30A9
bromocriptine,SORD
bromocriptine,CYP3A4
bromocriptine,SLC30A5
bromocriptine,ADRA2C
bromocriptine,FMO1
bromocriptine,DRD4
bromocriptine,CYP4F2
bromocriptine,HTR2B
bromocriptine,HTR2A
bromocriptine,SULT1A4
bromocriptine,ADRA1A
bromocriptine,HTR2C
bromocriptine,P4HA2
bromocriptine,ADRA2B
bromocriptine,ADRA1B
bromocriptine,DRD3
bromocriptine,HTR7
bromocriptine,HTR1D
bromocriptine,ADRA1D
bromocriptine,DRD2
bromocriptine,HTR1B
quetiapine,DRD1
quetiapine,SAT1
quetiapine,ALB
quetiapine,SLC1A5
quetiapine,CHRM3
quetiapine,LPL
quetiapine,GC
quetiapine,SLC6A3
quetiapine,AASS
quetiapine,MT-CO1
quetiapine,MT1B
quetiapine,ABCB1
quetiapine,CHRM1
quetiapine,IGFBP2
quetiapine,SLC29A1
quetiapine,DRD5
quetiapine,GPX1
quetiapine,ABCA5
quetiapine,CHRM5
quetiapine,MAOB
quetiapine,CACNA1A
quetiapine,SLC38A3
quetiapine,CYP3A5
quetiapine,SLC30A7
quetiapine,ARG1
quetiapine,CYP2D6
quetiapine,SLC30A4
quetiapine,ADRA2A
quetiapine,SOD1
quetiapine,SLC39A5
quetiapine,HTR1A
quetiapine,HNMT
quetiapine,SLC30A9
quetiapine,SORD
quetiapine,CYP3A4
quetiapine,SLC30A5
quetiapine,HTR3A
quetiapine,NME1
quetiapine,AQP9
quetiapine,NDUFA4L2
quetiapine,CYP2C19
quetiapine,ADRA2C
quetiapine,FMO1
quetiapine,PRLR
quetiapine,CYP3A7
quetiapine,DRD4
quetiapine,CYP4F2
quetiapine,CHRM4
quetiapine,MT2A
quetiapine,HRH1
quetiapine,NUAK2
quetiapine,HTR2A
quetiapine,SULT1A4
quetiapine,HTR1E
quetiapine,SUCLG2
quetiapine,HTR2C
quetiapine,P4HA2
quetiapine,CHRM2
quetiapine,ADRA2B
quetiapine,DRD3
quetiapine,HTR7
quetiapine,HTR1D
quetiapine,DRD2
quetiapine,HTR1B
quetiapine,HTR6
quetiapine,ADRA1A
quetiapine,ADRA1B
quetiapine,ADRA1D
aripiprazole,DRD1
aripiprazole,DRD1
aripiprazole,SAT1
aripiprazole,SAT1
aripiprazole,ALB
aripiprazole,ALB
aripiprazole,SLC1A5
aripiprazole,SLC1A5
aripiprazole,CHRM3
aripiprazole,LPL
aripiprazole,GC
aripiprazole,SLC6A3
aripiprazole,CHRM1
aripiprazole,IGFBP2
aripiprazole,SLC29A1
aripiprazole,HRH2
aripiprazole,CDO1
aripiprazole,SLC19A2
aripiprazole,DRD5
aripiprazole,GPX1
aripiprazole,ABCA5
aripiprazole,HRH4
aripiprazole,GSTT1
aripiprazole,ABCA3
aripiprazole,ADRB1
aripiprazole,ACE2
aripiprazole,SLC19A1
aripiprazole,CHRM5
aripiprazole,MAOB
aripiprazole,CACNA1A
aripiprazole,SLC38A3
aripiprazole,CYP3A5
aripiprazole,SLC30A7
aripiprazole,ARG1
aripiprazole,CYP2D6
aripiprazole,SLC30A4
aripiprazole,ADRA2A
aripiprazole,SOD1
aripiprazole,SLC39A5
aripiprazole,HTR1A
aripiprazole,HNMT
aripiprazole,SLC30A9
aripiprazole,SORD
aripiprazole,CYP3A4
aripiprazole,SLC30A5
aripiprazole,HTR3A
aripiprazole,NME1
aripiprazole,AQP9
aripiprazole,ADRA2C
aripiprazole,FMO1
aripiprazole,PRLR
aripiprazole,CYP3A7
aripiprazole,DRD4
aripiprazole,CYP4F2
aripiprazole,HTR2B
aripiprazole,CHRM4
aripiprazole,MT2A
aripiprazole,OPRD1
aripiprazole,PRDX1
aripiprazole,HRH1
aripiprazole,NUAK2
aripiprazole,HTR2A
aripiprazole,SULT1A4
aripiprazole,HTR1E
aripiprazole,SUCLG2
aripiprazole,ADRA1A
aripiprazole,HTR2C
aripiprazole,P4HA2
aripiprazole,CHRM2
aripiprazole,ADRA2B
aripiprazole,ADRA1B
aripiprazole,DRD3
aripiprazole,OPRK1
aripiprazole,SLC6A3
aripiprazole,HTR7
aripiprazole,HTR1D
aripiprazole,ADRB2
aripiprazole,SLC6A4
aripiprazole,DRD2
aripiprazole,OPRM1
aripiprazole,HTR1B
aripiprazole,HTR6
aripiprazole,HRH3
aripiprazole,HTR5A
aripiprazole,GRIN1
aripiprazole,GRIN2A
aripiprazole,GRIN2B
aripiprazole,GRIN2C
aripiprazole,GRIN2D
aripiprazole,GRIN3A
aripiprazole,GRIN3B
paliperidone,DRD1
paliperidone,SAT1
paliperidone,ALB
paliperidone,SLC1A5
paliperidone,AASS
paliperidone,MT-CO1
paliperidone,MT1B
paliperidone,ABCB1
paliperidone,SLC38A3
paliperidone,CYP3A5
paliperidone,SLC30A7
paliperidone,ARG1
paliperidone,CYP2D6
paliperidone,SLC30A4
paliperidone,ADRA2A
paliperidone,SOD1
paliperidone,SLC39A5
paliperidone,HTR1A
paliperidone,HNMT
paliperidone,SLC30A9
paliperidone,SORD
paliperidone,CYP3A4
paliperidone,SLC30A5
paliperidone,ADRA2C
paliperidone,FMO1
paliperidone,DRD4
paliperidone,CYP4F2
paliperidone,HRH1
paliperidone,NUAK2
paliperidone,HTR2A
paliperidone,SULT1A4
paliperidone,ADRA1A
paliperidone,HTR2C
paliperidone,P4HA2
paliperidone,ADRA2B
paliperidone,ADRA1B
paliperidone,DRD3
paliperidone,HTR7
paliperidone,HTR1D
paliperidone,DRD2
methotrimeprazine,DRD1
methotrimeprazine,SAT1
methotrimeprazine,ALB
methotrimeprazine,SLC1A5
methotrimeprazine,CHRM3
methotrimeprazine,LPL
methotrimeprazine,GC
methotrimeprazine,SLC6A3
methotrimeprazine,CHRM1
methotrimeprazine,IGFBP2
methotrimeprazine,SLC29A1
methotrimeprazine,DRD5
methotrimeprazine,GPX1
methotrimeprazine,ABCA5
methotrimeprazine,CHRM5
methotrimeprazine,MAOB
methotrimeprazine,CACNA1A
methotrimeprazine,ARG1
methotrimeprazine,CYP2D6
methotrimeprazine,SLC30A4
methotrimeprazine,ADRA2A
methotrimeprazine,SOD1
methotrimeprazine,SLC39A5
methotrimeprazine,HSD17B10
methotrimeprazine,CYP2E1
methotrimeprazine,ADRA2C
methotrimeprazine,FMO1
methotrimeprazine,DRD4
methotrimeprazine,CYP4F2
methotrimeprazine,CHRM4
methotrimeprazine,MT2A
methotrimeprazine,HRH1
methotrimeprazine,NUAK2
methotrimeprazine,HTR2A
methotrimeprazine,SULT1A4
methotrimeprazine,ADRA1A
methotrimeprazine,HTR2C
methotrimeprazine,P4HA2
methotrimeprazine,CHRM2
methotrimeprazine,ADRA2B
methotrimeprazine,ADRA1B
methotrimeprazine,DRD3
methotrimeprazine,ADRA1D
methotrimeprazine,DRD2
periciazine,DRD1
periciazine,SAT1
periciazine,ALB
periciazine,SLC1A5
periciazine,AR
periciazine,CYP11B1
periciazine,SLCO4A1
periciazine,ADRA2A
periciazine,SOD1
periciazine,SLC39A5
periciazine,ADRA1B
zuclopenthixol,DRD1
zuclopenthixol,SAT1
zuclopenthixol,ALB
zuclopenthixol,SLC1A5
zuclopenthixol,DRD5
zuclopenthixol,GPX1
zuclopenthixol,ABCA5
zuclopenthixol,ARG1
zuclopenthixol,CYP2D6
zuclopenthixol,SLC30A4
zuclopenthixol,ADRA2A
zuclopenthixol,SOD1
zuclopenthixol,SLC39A5
zuclopenthixol,SORD
zuclopenthixol,CYP3A4
zuclopenthixol,SLC30A5
zuclopenthixol,HRH1
zuclopenthixol,NUAK2
zuclopenthixol,HTR2A
zuclopenthixol,SULT1A4
zuclopenthixol,ADRA1A
zuclopenthixol,DRD2
rotigotine,DRD1
rotigotine,SAT1
rotigotine,ALB
rotigotine,SLC1A5
rotigotine,DRD5
rotigotine,GPX1
rotigotine,ABCA5
rotigotine,ARG1
rotigotine,CYP2D6
rotigotine,SLC30A4
rotigotine,HTR1A
rotigotine,HNMT
rotigotine,SLC30A9
rotigotine,SORD
rotigotine,CYP3A4
rotigotine,SLC30A5
rotigotine,NDUFA4L2
rotigotine,CYP2C19
rotigotine,DRD4
rotigotine,CYP4F2
rotigotine,ADRA2B
rotigotine,DRD3
rotigotine,DRD2
asenapine,DRD1
asenapine,DRD1
asenapine,SAT1
asenapine,SAT1
asenapine,ALB
asenapine,ALB
asenapine,SLC1A5
asenapine,SLC1A5
asenapine,DLAT
asenapine,MAT2A
asenapine,ORM1
asenapine,KCNQ2
asenapine,MS4A1
asenapine,NDUFS7
asenapine,ORM2
asenapine,CUBN
asenapine,HRH2
asenapine,CDO1
asenapine,SLC19A2
asenapine,ADRB1
asenapine,ACE2
asenapine,SLC19A1
asenapine,ARG1
asenapine,CYP2D6
asenapine,SLC30A4
asenapine,ADRA2A
asenapine,SOD1
asenapine,SLC39A5
asenapine,SIGMAR1
asenapine,CYP1A2
asenapine,SLC39A2
asenapine,HTR1A
asenapine,HNMT
asenapine,SLC30A9
asenapine,SORD
asenapine,CYP3A4
asenapine,SLC30A5
asenapine,MTNR1B
asenapine,UGT1A4
asenapine,ADRA2C
asenapine,FMO1
asenapine,DRD4
asenapine,CYP4F2
asenapine,HTR2B
asenapine,HRH1
asenapine,NUAK2
asenapine,HTR2A
asenapine,SULT1A4
asenapine,ADRA1A
asenapine,HTR2C
asenapine,P4HA2
asenapine,ADRA2B
asenapine,DRD3
asenapine,HTR7
asenapine,ADRB2
asenapine,DRD2
asenapine,HTR1B
asenapine,HTR6
asenapine,HTR5A
nevirapine,DRD1
nevirapine,SAT1
nevirapine,ALB
nevirapine,SLC1A5
nevirapine,GSR
nevirapine,SLC22A1
nevirapine,SLC38A3
nevirapine,CYP3A5
nevirapine,SLC30A7
nevirapine,ARG1
nevirapine,CYP2D6
nevirapine,SLC30A4
nevirapine,SIGMAR1
nevirapine,CYP1A2
nevirapine,SLC39A2
nevirapine,SORD
nevirapine,CYP3A4
nevirapine,SLC30A5
nevirapine,MAT2A
nevirapine,CYP2C9
nevirapine,SLC39A1
nevirapine,RBP4
nevirapine,CYP2A6
nevirapine,CYP2B6
nevirapine,PRLR
nevirapine,CYP3A7
phenytoin,DRD1
phenytoin,SAT1
phenytoin,ALB
phenytoin,SLC1A5
phenytoin,FLT4
